Shop Name,Contact,Address,State,City,GST
Maya'S Salon (Nagpur),918433126019,Vile Parle,Maharashtra,Nagpur,
Lotus Family Salon (Noida),918431483474,"Zira , Mane bazar, fzr road",Uttar Pradesh,Noida,
Mirror Care (Raipur),918427844300,V v puram,Chhattisgarh,Raipur,
Magic Scissors Unisex Salon (Chittarikal),918426324783,Sarjapur road,Kerala,Chittarikal,
Classic Beauty Clinic & Academy (Jodhpur),918425983475,Azad chowk rustaMadhya Pradeshur gorakhpur,Rajasthan,Jodhpur,
In Style Family Salon (Kharar),918423974057,Chb Pratap nagar,Punjab,Kharar,
Personality Unisex Salon (Nagpur),918421110795,City Mall road Civil line gorakhpur,Maharashtra,Nagpur,
Bob N Beared Unsex Salon (Muzaffarnagar),918421100630,IslaMadhya Pradeshur,Uttar Pradesh,Muzaffarnagar,
Bride Makeover (Nagpur),918421006530,Ram nagar,Maharashtra,Nagpur,
Colours Unisex Salon (Amritsar),918411099994,Ramgr6,Punjab,Amritsar,
Fringe Unisex Salon (Achhnera),918400280007,Gopal mandir chonk,Uttar Pradesh,Achhnera,
Legaato Salon (Kharar),918400248010,Pappanaikan palayam,Punjab,Kharar,
Glamorous Looks Unisex Salon (FARIDKOT),918393924131,Mandoli Road Shahdara,Punjab,FARIDKOT,
New Kalkatta Unisex Saloon (Ghaziabad),918390801102,"Rawatpur Crossing, Kanpur (Uttar Pradesh)",Uttar Pradesh,Ghaziabad,
Nice Make Over (Kannur),918390529639,Nari road,Kerala,Kannur,
Hair Crew Luxury Salon (Adra),918384953412,Rajguru mkt,West Bengal,Adra,
Imadhya Pradesherial Focus Unisex Hair Studio (Varanasi),918382919004,Panki road kalyanpur,Uttar Pradesh,Varanasi,
Imadhya Pradeshression Beauty Zone (Pinjor),918380861431,Telephone exchange squar,Haryana,Pinjor,
Jyoti Makeover Beauty Saloon (Amritsar),918375065147,Jalandar road near hasli pull,Punjab,Amritsar,
I Conic Unisex (Noida),918368076943,Momin para,Uttar Pradesh,Noida,
Hair Zone Salon (Lucknow),918360652134,"First Floor, Shop No. 39, 40 Market, B Block, Gardenia Glory, Sector 46, Noida, Uttar Pradesh 201303",Uttar Pradesh,Lucknow,
Divine Beauty Point (Lucknow),918355093093,Jal vihar colony,Uttar Pradesh,Lucknow,
Komal Beauty Parlour (Ludhiana),918355006693,Kumaraswamy LayoUT,Punjab,Ludhiana,
Annus Preety Look Salon (Varanasi),918350017435,Indiranagar,Uttar Pradesh,Varanasi,
Antop Beauty Salon (Dharmkot),918348273525,Vpo tehsil Nadaun district Hamirpur,Punjab,Dharmkot,
Appalo Lbp (Nihal Singhwala),918348210433,UT markit,Punjab,Nihal Singhwala,
Apoorawa Salon (Delhi),918348210400,Anrag chowk dehradun,Delhi,Delhi,
Era'S Beauty Parlour (Chittarikal),918336011742,Bhamiya khalan,Kerala,Chittarikal,
Comadhya Pradeshass Unisex Salon (Maldah),918329215249,Gomti Nagar SRS,West Bengal,Maldah,
Dlight Saloon (Jodhpur),918327236657,Shantinagar,Rajasthan,Jodhpur,
D&D Professional (Silchar),918318736320,"Shop No GF 17, Cherry County St, Techzone 4, Amrapali Dream Valley, Greater Noida West",Assam,Silchar,
B Glam Unisex Salon (Kanpur),918318242858,Name Dave chock firozepur,Uttar Pradesh,Kanpur,
Iconic Beauty Salon (Hisar),918317368681,"C 23, C-39, C Block, Sector 15, Noida, Uttar Pradesh 201301",Haryana,Hisar,
Anuttar Pradeshus Unisex Salon (Nagpur),918303717529,Akhnoor road,Maharashtra,Nagpur,
New Wave Family Salon (Mawana),918303215637,Naskarhat kasbo kolkata,Uttar Pradesh,Mawana,
Nav Durga Beauty Salon (Gorakhpur),918303209204,D block shakti market Bhuli,Uttar Pradesh,Gorakhpur,
Desio (Amritsar),918299854974,"D Block, Amar Colony, D-30, Lajpat Nagar IV, New Delhi, Delhi 110024",Punjab,Amritsar,
Javed Salon (MeerUT),918299027870,"99/1A, lake Terrace, Ballygunge, Kolkata, West Bengal 700029",Uttar Pradesh,MeerUT,
Brite Salon (Lucknow),918290385397,Chb kudi,Uttar Pradesh,Lucknow,
Britaz  Salon (Lucknow),918290385396,"1st Floor Tiwari CoMadhya Pradeshlex, Thakur Bari Road, Sakchi",Uttar Pradesh,Lucknow,
Glitter Salon (Kanpur),918289072728,Raiganj road gorakhpur,Uttar Pradesh,Kanpur,
Aman Makeuttar Pradesh (Greater Noida),918288855592,Punjabi para more,Uttar Pradesh,Greater Noida,
Head To Heel (Ranchi),918287907981,Sales tax colony,Jharkhand,Ranchi,
Head To Hell (Firozepur),918287334761,Stya sai road,Punjab,Firozepur,
Makeover (Kanpur),918283098080,Amritsar,Uttar Pradesh,Kanpur,
Glamour Beauty Parlour (Amritsar),918279373765,Ullal,Punjab,Amritsar,
Le Orchid (Raipur),918271150154,Chanmari,Chhattisgarh,Raipur,
Ebenezer Unisex Salon (Ludhiana),918265931033,Abulane,Punjab,Ludhiana,
Adavaya Luxury Unisex Salon (Noida),918264900985,Near bijli ghar majitha road,Uttar Pradesh,Noida,
New Look Makeuttar Pradesh Studio (MeerUT),918264637609,Sahjada kothi,Uttar Pradesh,MeerUT,
Grace N Look'S Unisex Salon (Ahmadnagar),918251834560,"42/1C, Sarat Bose Rd, Chakraberia, Rafiganj, Kolkata, West Bengal 700020",Maharashtra,Ahmadnagar,
Must Be Real Salon (Panchkula),918250882466,"Moti Nagar, Delhi (West)",Haryana,Panchkula,
Janhvi Beauty Salon (Bangalore),918249173075,Latma road,Karnataka,Bangalore,
Abloom Unisex Salon (Coimbatore),918237867649,Takli,Tamil Nadu,Coimbatore,
G S Geeta Beauty Parlor (Abhepur),918237512805,Sec 44D chandigarh,Haryana,Abhepur,
Friend Choice Salon (Muzaffarnagar),918227882117,"Nagar nigam chowk,maharana pratap chowk, bilaspur",Uttar Pradesh,Muzaffarnagar,
Golden Touch (Bakhtawarpur),918226565328,Vadakkancherry,Delhi,Bakhtawarpur,
Ki & Ka Bhopal (Gorakhpur),918219628755,Erode,Uttar Pradesh,Gorakhpur,
Shree Beauty Parlour (Diglipur),918218593055,Gaur City,Andaman and Nicobar Islands,Diglipur,
Oh Wow Beauty Salon (Bangalore),918218111805,Indora chowk,Karnataka,Bangalore,
An Apple (Achhnera),918210563940,"11th Avenue, Gaur City 2, Greater Noida West",Uttar Pradesh,Achhnera,
Vaibhavi Beauty Parlour (Coimbatore),918207490951,Sardarpura,Tamil Nadu,Coimbatore,
Alfa Beauty Parlour (Achhnera),918196999456,Kachna,Uttar Pradesh,Achhnera,
Deepak Makeuttar Pradesh Studio (Shiliguri),918194983509,Sardarpura c road Jodhpur,West Bengal,Shiliguri,
Crimson Unisex Salon (Kolkata),918178768054,Sec 27D chandigarh,West Bengal,Kolkata,
Nandu Saloon (MeerUT),918175994316,Gandhinagar,Uttar Pradesh,MeerUT,
Ambition Beauty Saloon (Amritsar),918171866161,"Shakigarh Main road, Siliguri",Punjab,Amritsar,
Makeovers By Blooming Glow (Kolkata),918171826666,Peer Chowdry road,West Bengal,Kolkata,
Magic Touch Beauty Spa (SrivillipUThur),918171824844,Takli Godhni,Tamil Nadu,SrivillipUThur,
Glory Salon (Chandigarh),918171541212,Shivpurva,Punjab,Chandigarh,
Dev Bros Saloon Moga (Bangalore),918171362523,"Main bazar,Dharomkot",Karnataka,Bangalore,
Magic Mirror (Amritsar),918171026159,"CaMadhya Pradesha market, moga",Punjab,Amritsar,
Glamour Forever Salon (Batala),918169144271,Poovar,Punjab,Batala,
Vani Beauty Parlour (Coimbatore),918156813200,Chb Jodhpur,Tamil Nadu,Coimbatore,
Eminance Salon (Gorakhpur),918147688473,Kalawd road,Uttar Pradesh,Gorakhpur,
Grand Lux Salon (Nagpur),918146906591,Bhagat chowk betiahata,Maharashtra,Nagpur,
Janvi Make Over (TirUttar Pradeshpur),918146055539,Dwarka mod c-22,Tamil Nadu,TirUttar Pradeshpur,
Hm Unisex Salon (Mumbai),918143598745,Cambal road,Maharashtra,Mumbai,
Crystal Unisex Salon (Mumbai),918141804336,"Ganga Shoping CoMadhya Pradeshlex,  Sector 29",Maharashtra,Mumbai,
Bubbles Salon (Coimbatore),918137822444,Near 100 fUTa road fatehabad road,Tamil Nadu,Coimbatore,
Beauty Craft Unisex Salon (Nagpur),918134999510,Bhilai,Maharashtra,Nagpur,
Geeta Panday Makeover (Kanpur),918130408848,Rail vihar colony medical road gorakhpur,Uttar Pradesh,Kanpur,
Ayna (Bangalore),918129887501,Udaipur,Karnataka,Bangalore,
Abeer Makeuttar Pradesh Studio (Noida),918127884288,Paota,Uttar Pradesh,Noida,
Dn Unisex Saloon Faridkot (Panchkula),918127430535,10 number boring Gorakhnath Mandir road gorakhpur,Haryana,Panchkula,
Sparsh Unisex Salon (Nagpur),918124324325,Opp bhagat singh park near pandit mohan lal college dera road,Maharashtra,Nagpur,
Glam Looks Salon (Achaljamu),918123557899,Railway station road,Jharkhand,Achaljamu,
Joie De Vivre (New Delhi),918120992914,VvUttar Pradesham,Delhi,New Delhi,
A Unisex Salon (Noida),918118869420,Narhi Hazratganj,Uttar Pradesh,Noida,
Face & Figure Salon (Nagpur),918117859106,Ranchod nagar,Maharashtra,Nagpur,
Mayra Beauty World (Amritsar),918108087169,Delhi,Punjab,Amritsar,
Admire Salon (Fatehghar churian),918107332800,Sultanwind gate,Punjab,Fatehghar churian,
Mj Trend (Delhi),918107105087,Guindy,Delhi,Delhi,
Re Look Beauty Salon (Deoria),918105190477,Basaveshnagar,Uttar Pradesh,Deoria,
Roses (Jodhpur),918102947805,Nanta road naka chungi sarcil,Rajasthan,Jodhpur,
Dhanika Makeover Salon (Nagpur),918102301917,Harahua,Maharashtra,Nagpur,
Alpine Luxury Salon (Faridabad),918097241882,Sahara Mall,Haryana,Faridabad,
Mahima Beauty Parlour (Bakhtawarpur),918094112283,"KoMadhya Pradeshally, suchitra",Delhi,Bakhtawarpur,
Anoop Creative Touch (Hisar),918090664523,Sadar,Haryana,Hisar,
Cut N Wave Unisex Salon (Jammu),918090374378,"SoUTh Extension Part 1, SoUTh Delhi",Jammu and Kashma«r,Jammu,
Apello Unisex Salon (Jodhpur),918090262648,Mankapur,Rajasthan,Jodhpur,
Boyz Zone (Nihal Singh wala),918090016909,"Jawahar Nagar Road No 7, Mango",Punjab,Nihal Singh wala,
Slique Unisex Salon (Chandigarh),918089832050,"Shop no.14, Ground Floor, Sector 16B Rd, Greater Noida West",UT,Chandigarh,
Rishu Beauty Parlour (Primary),918087898081,"Moga road, Baga purana",Primary,Primary,
Madhu Beauty Parlor (Dharmkot),918087471484,"Tilak Nagar, Kanpur (Uttar Pradesh)",Punjab,Dharmkot,
Sajinas (Hamirpur),918087337198,Sudamapur,Himachal Pradesh,Hamirpur,
Kharbanda Salon (Chandigarh),918082384878,Jwahar nagr,UT,Chandigarh,
D8 Style Studio (Delhi),918082098483,Shighariya chouraha kuraghat gorakhpur,Delhi,Delhi,
Iccha Beauty Parlour (MeerUT),918077406902,Rathyatra,Uttar Pradesh,MeerUT,
Taj Makeuttar Pradesh Studio (Noida),918077310387,Bhayandar west,Uttar Pradesh,Noida,
Awesome Beauty Parlour Kotkapura (Nagpur),918062679635,"Near Vishal maga Mart, Firozpur",Maharashtra,Nagpur,
Megha Beauty Parlour (Kolkata),918058000686,Mallapur.,West Bengal,Kolkata,
New Look Beauty Parlour (Nagpur),918057964592,Keshwapur hubli,Maharashtra,Nagpur,
Aisiri Unisex Salon (Amritsar),918055788999,Sandhu colony majitha road,Punjab,Amritsar,
Heena Beauty Parlor (Diglipur),918054225473,Pollachi,Andaman and Nicobar Islands,Diglipur,
Krishna Beauty Point (Lucknow),918050243287,BUTtler chouraha,Uttar Pradesh,Lucknow,
Harpreet Kaur Makeuttar Pradesh Studio (Noida),918050084555,Krishna nagar safdarjung,Uttar Pradesh,Noida,
Nail Studio (Kharar),918016234091,"Shop No G - 8 Krishna Ram Awodlnp, Avadhpuri, Bhopal",Punjab,Kharar,
The Glam Stideo Salon (Jamshedpur),918012253862,Sec 31 chandigarh,Jharkhand,Jamshedpur,
Mohak Beauty Parlour (Shiliguri),918011139245,Jharia Dhanbad,West Bengal,Shiliguri,
Geeta Beauty Point (Kanpur),918010000444,Sec 51,Uttar Pradesh,Kanpur,
Lavish Salon (Gorakhpur),918007776032,Taramandal Deoria by pass road gorakhpur,Uttar Pradesh,Gorakhpur,
The Sizzer Salon (Baga Purana) (Kharar),918007390432,Nehru Nagar Ghaziabad,Uttar Pradesh,Ghaziabad,
Elan (Jamshedpur),918006224620,New Laxman mela park,Jharkhand,Jamshedpur,
Homswag Salon (Mawana),918006046771,Nara road,Uttar Pradesh,Mawana,
Glamour World (Coimbatore),917999719536,Kathitand ranchi,Tamil Nadu,Coimbatore,
Hair Craft Salon (UdhaMadhya Pradeshur),917992200358,Santoshi nagar,Jammu and Kashma«r,UdhaMadhya Pradeshur,
J Dhanima Salon (Kolkata),917991424320,Kachna road,West Bengal,Kolkata,
Bhargawas Salon (Itanagar),917987578005,"Mane bazar, moga",Arunachal Pradesh,Itanagar,
Ar Hair Studio (Lucknow),917986783784,Bhanashankari,Uttar Pradesh,Lucknow,
Egora Ladies Salon (Jamshedpur),917986646704,"Shop no. 9, D Block Market Rd, D Block, Pocket D, Sector 20, Noida, Uttar Pradesh 201301",Jharkhand,Jamshedpur,
Kiran Bp (Nagpur),917986537401,Jamalpur,Maharashtra,Nagpur,
K-Star Salon (MeerUT),917986128100,"GULSHAN VIVANTE, street, Sector 137, Noida, Uttar Pradesh 201305",Uttar Pradesh,MeerUT,
Leasess Sellon (Taran tarn),917982861106,"Near  Mary's Convent School, Faridkot",Punjab,Taran tarn,
Newyork Salon And Spa (Mumbai),917982324864,"F 7 sauram tower Vasna vegetables market Vasna Ahmedabad 380007, Gujarat, India",Maharashtra,Mumbai,
Grace Beauty Salon (Noida),917973827566,D 2 SoUTh extn 1 new delhi,Uttar Pradesh,Noida,
Lucky (Hisar),917973428325,Jhilmil Colony East Delhi,Haryana,Hisar,
Milady Salon (Modipuram),917972956025,Fatehghar churian byepass,Uttar Pradesh,Modipuram,
Bablas Slaon (Kharar),917908841846,Shimla Markit,Punjab,Kharar,
Anuham Beauty Parlour (Amritsar),917906931680,Power' house chouraha,Punjab,Amritsar,
Flourish Unisex Saloon (Abhepur),917905699920,"18/, 1, Baghajatin Station Rd, SPD Block, Ajanta Park, Baghajatin Colony, Kolkata, West Bengal 700086",Haryana,Abhepur,
Beauty Poetry (Mysore),917905524213,Sec-17,Karnataka,Mysore,
Infinity Shanakar Nagar (Chandigarh),917905491711,"Jagat Farm, Block E, Chandila, Gamma 1, Greater Noida, Uttar Pradesh 201310",Punjab,Chandigarh,
Glamvi Salon (Noida),917905102298,"B Block Market, Sec 15, Noida",Uttar Pradesh,Noida,
Shyla (Amritsar),917903692542,"Main bajar, MUttarakhandtsar",Punjab,Amritsar,
Forever Gorgeous (Maldah),917903387538,"Main bajar, zira",West Bengal,Maldah,
Anjali Beauty Parlour (Kanhangad),917902989551,Tangu road,Kerala,Kanhangad,
Angel Makeover (Ambikapur),917899871869,Siddhartha layoUT,Chhattisgarh,Ambikapur,
Brush @ Beauty (MeerUT),917899386995,Kudi,Uttar Pradesh,MeerUT,
Aashi 'Z Makeover (Zira),917898674532,"102, A4 tower, B Block, Gardenia Glory, Sector 46, Noida, Uttar Pradesh 201301",Punjab,Zira,
Sheetal Makeover (Nagpur),917897003190,RustaMadhya Pradeshur gorakhpur,Maharashtra,Nagpur,
Beauty Labs Traning (Zirakpur),917892834338,"204-Agk coMadhya Pradeshlex near gp signal, Gandhipuram",Punjab,Zirakpur,
Makeuttar Pradesh Studio MUttarakhandsar (Moradabad),917892503495,"Galleria , bareilly",Uttar Pradesh,Moradabad,
Blend Unisex Salon (Noida),917889972434,Matunga east,Uttar Pradesh,Noida,
Aaradhya Saloon (MUttarakhandtsar),917889794574,Mayur vihar Ph 3,Punjab,MUttarakhandtsar,
Women'S Beauty World (Bangalore),917889561008,Ganapathy,Karnataka,Bangalore,
Clone A Unisex Salon (Silchar),917889218506,"LG-22, Shoprix Mall, Block C, Sector 61,",Assam,Silchar,
"Beauty Hub Salon, Nihal Singh Wala (Nagpur)",917888875686,Bootymore,Maharashtra,Nagpur,
Hair Raiser Salon (Bhubaneswar),917888836290,Gomti Nagar,Odisha,Bhubaneswar,
Hair Comadhya Pradeshany Salon (Chandigarh),917888825208,"Shop no, UGF 15, SUttar Pradeshertech Ecociti, opp. BhUTani Alphathum, Sector 137, Noida, Uttar Pradesh 201301",Punjab,Chandigarh,
Aaradhna Saloon (Nihal Singhwala),917888724858,Shastri Nagar,Punjab,Nihal Singhwala,
Cameo Fashion Factory (Jandiala),917888475793,PUTlighar chonk,Punjab,Jandiala,
Anmol (Jodhpur),917887888020,Bus stand road Gonda,Rajasthan,Jodhpur,
Dazzle Saloon (Rajkot),917876876712,Sec 19c Chandigarh,Gujrat,Rajkot,
Expart Salon (Jamshedpur),917874701911,"Anil baghi road , firozepur",Jharkhand,Jamshedpur,
Krazia Unisex Salon (Raipur),917872961003,Jopling road,Chhattisgarh,Raipur,
Annas Beauty (Varanasi),917872816860,Sec 38,Uttar Pradesh,Varanasi,
Lovely Unisex Salon (Lucknow),917869999299,Nandanwan road,Uttar Pradesh,Lucknow,
Glame& Grit Salon Firozpur City (Meenangadi),917869830406,C block Markit,Kerala,Meenangadi,
Nidhi Salon (Lucknow),917860248009,Naroda Ahmedabad,Uttar Pradesh,Lucknow,
D-Divas Unisex Salon (GaUTam Budh Nagar),917859377253,Telephone exchange,Uttar Pradesh,GaUTam Budh Nagar,
Hair Island (Pathankot),917854016287,"Near bus stand, Dharomkot",Punjab,Pathankot,
Grace Unisex Salon (Bangalore),917841998052,10 no.borig Gorakhnath teMadhya Pradeshle Gorakhpur,Karnataka,Bangalore,
Gril In Beauty Salon (Gurdaspur),917838995784,Raebareli,Punjab,Gurdaspur,
Aishwarya (MeerUT),917838480808,D-12 kamla nagar delhi,Uttar Pradesh,MeerUT,
Moksha Mekeuttar Pradesh Beauty (Moga),917837934512,"Kamlesh dubby chowk, pirra Ranchi",Punjab,Moga,
Pearl Beauty Parlour (Kharar),917837320102,Wilson garden,Punjab,Kharar,
Jawad Habib Panki (Modinagar),917836005454,Amity University,Uttar Pradesh,Modinagar,
Famous Studio Salon (Jagdalpur),917829690032,Bhojubeer,Chhattisgarh,Jagdalpur,
Harry'S Salon (Bhubaneswar),917829447539,Near celebration mall,Odisha,Bhubaneswar,
As Makeover (Rajkot),917829314565,Jammu,Gujrat,Rajkot,
Hair Craft Unisex Salon (Shiliguri),917827281054,Dhakolo,West Bengal,Shiliguri,
Classic Unisex (Abbigeri),917827233292,Main bajar,Karnataka,Abbigeri,
Dv Makeuttar Pradesh Studio Ferozepur (Jodhpur),917825893585,"first floor shop no, A2/31, main market, Shramik Kunj, Sector 110, Noida, Uttar Pradesh 201304",Rajasthan,Jodhpur,
Crown And Glowry (Nagpur),917825893583,"SUttar Pradeshertech Ecociti Mart, Shop No. UGS-10, Sector 137 Rd, Sector 137, Noida, Uttar Pradesh 201305",Maharashtra,Nagpur,
Face Storie By Shruti (SoUTh Delhi),917814616646,Konankunte,Delhi,SoUTh Delhi,
Crazy Cut Salon (Palayad),917814222218,Laxminager,Kerala,Palayad,
Ishani Make Over (Chhindwara),917814068495,SaravanaMadhya Pradeshatty,Madhya Pradesh,Chhindwara,
Golden Glam (Jalandhar),917813826024,"Noida One, Sec 98, Noida",Punjab,Jalandhar,
Meraki Salon Accademy (Lucknow),917805088831,"Bairgher , bhopal",Uttar Pradesh,Lucknow,
Loreal Beauty Zone Salon (Amritsar),917803010057,Pathra wali park sultanwind road,Punjab,Amritsar,
Glamuttar Pradesh By Vinni (Jodhpur),917800337537,Main market khalilabad,Rajasthan,Jodhpur,
Azaroo Salon (Adra),917800099019,"3rd floor, Panchsheel Tower, Near IDTR, Adityapur",West Bengal,Adra,
A B Glam Uttar Pradesh (Moga),917798259425,Laxminarayan mandir road,Punjab,Moga,
Uttar Pradeshhar Center (Mysore),917798253250,Pla mkt town park,Karnataka,Mysore,
Md Brothers Salon Talwandi Sabo (Kanpur),917795472299,Badwani,Uttar Pradesh,Kanpur,
Meenu Makeover Studio (Nagpur),917790805019,Nalasopara west,Maharashtra,Nagpur,
Kritgya Beauty Parlor (Ferozepore),917784077779,Anjali collection 1st floor raghav nagar Deoria,Punjab,Ferozepore,
Snip N Seek Faridkot (Dhanbad),917780952906,"Circular road, Faridkot",Jharkhand,Dhanbad,
Jmd Salon (Guru Har Sahai),917776985763,"Near Ram Mandir, Sonari",Punjab,Guru Har Sahai,
New Ellcanes Salon (Raipur),917775011133,Lucknow,Chhattisgarh,Raipur,
A Studio Unisex Salon (Ferozepore),917774970077,CID road,Punjab,Ferozepore,
Attitude (Fezabad),917772888171,Sastri puram crossing,Uttar Pradesh,Fezabad,
Blizzard Salon (Jodhpur),917772008970,Yadav nagpur,Rajasthan,Jodhpur,
Nikhar Unisex Salon (Lucknow),917770997773,Big Bazaar bypass Bhufore Mandir Dhanbad,Uttar Pradesh,Lucknow,
Blonde Salon (Lucknow),917763934447,"Shop No. 02 Ground Floor, JPS Galleria, Hazipur, Sector 104, Noida, Uttar Pradesh 201301",Uttar Pradesh,Lucknow,
Surumi (Moradabad),917760873575,Mahmoorganj,Uttar Pradesh,Moradabad,
Dolly Makeover (Jodhpur),917760410456,Hinoo,Rajasthan,Jodhpur,
Om Treders (Bangalore),917757895761,"Sec 41,16",Karnataka,Bangalore,
Marine Claire (Modinagar),917737236253,Atiana Busstand purnea,Uttar Pradesh,Modinagar,
( Kreative Kute Salon Moga ) (Nagpur),917717545526,Sec 35d,Maharashtra,Nagpur,
Nidhi Bridal (Lucknow),917711606759,Buldhana,Uttar Pradesh,Lucknow,
Hair Length Salon (Lucknow),917710597793,"Spectrum Metro Mall,  Phase-1, TOWER-C, LGF-68, Sector 75, Noida, Uttar Pradesh 201301",Uttar Pradesh,Lucknow,
Akshayas (Varanasi),917709044084,Bada bajar,Uttar Pradesh,Varanasi,
Angels Salon (Raipur),917708741294,"Sec 50, Windsor Green Apartment",Chhattisgarh,Raipur,
D Makeover (Modinagar),917698885506,Bagunhatu Chowk,Uttar Pradesh,Modinagar,
Hair Master Unisex Salon (Raipur),917689113254,Near canara bank,Chhattisgarh,Raipur,
Beauty Club (Zerakpur),917683027219,"Near gurudwara road.domino's pizza,durg",Punjab,Zerakpur,
Bhaavya Kapoor (Chandigarh),917679745298,"first floor, Kirti Maan plaza, Shop No -7, near by NMC hospital, E Block, Sector 30, Noida",UT,Chandigarh,
Heavens Makeover (Jodhpur),917676796974,Ambalapuzha,Rajasthan,Jodhpur,
Meenakshi Dutt (Kanpur),917669788811,Gonda,Uttar Pradesh,Kanpur,
Glam Uttar Pradesh Saloon (Rajkot),917669071755,Vikas nagar,Gujrat,Rajkot,
Healing Spa And Beauty Salon (Jagdalpur),917669070988,Kapil Nagar square,Chhattisgarh,Jagdalpur,
Cerinila (Bangalore),917668348738,R R Nagar,Karnataka,Bangalore,
Natural (Udaipur),917668215629,Vpo nadaun district Hamirpur Himachal,Rajasthan,Udaipur,
Nazia Saloon (Bakhtawarpur),917665755700,Dhaiya road Dhanbad,Delhi,Bakhtawarpur,
Fresh Look Salon (Kharar),917654534231,New salon visit,Punjab,Kharar,
Glamour Saloon (MeerUT),917637052584,"jagdalpur,near police karyalay",Uttar Pradesh,MeerUT,
Mojo Unisex Salon (Chandigarh),917620342406,"Vet Road, Saharanpur (Uttar Pradesh)",Punjab,Chandigarh,
Dlight (Mananthavady),917619507235,buddhi vihar,Kerala,Mananthavady,
Beauty World (Bangalore),917616469758,Hapur Railway road,Karnataka,Bangalore,
Anushree Beauty Parlour (Chandigarh),917615871989,"Near Ram lal gurudwara,  Firozepur city",UT,Chandigarh,
Megha Parlour (Varanasi),917607890076,"New Ranip, Ahamdabad",Uttar Pradesh,Varanasi,
Jai Beauty Clinic (Gorakhpur),917607325739,"100 fUTa road Avadhpuri chauraha ,hanuman mandir ,Agra",Uttar Pradesh,Gorakhpur,
Jasmine Beauty Parlour (Raipur),917607325739,"Ranideeha, Divyanagar chouraha Gorakhpur",Chhattisgarh,Raipur,
Makeuttar Pradesh Zone (Moradabad),917582818000,Baraily ekta nagr,Uttar Pradesh,Moradabad,
Jawed Habib Unisex Saloon (Nagpur),917578932230,Gurugivindnagar,Maharashtra,Nagpur,
Ambika Beauty Studio (Amritsar),917575058838,Kaggalipura,Punjab,Amritsar,
Jasmeen Salon (Bangalore),917570063333,swapnbazar 712136,Karnataka,Bangalore,
Neha'S Makeover Salon (Maldah),917568965532,Kamal Neeru Nagar,West Bengal,Maldah,
Muskan Bp (Kanpur),917560963983,J p nagar,Uttar Pradesh,Kanpur,
Jyoti Makeover (Amritsar),917544857393,Ramgarh,Punjab,Amritsar,
Hargun Beauty Parlour (Delhi),917535026110,Opp sandhu colony,Delhi,Delhi,
Glamour Academy (Faridkot),917526954467,Edava,Punjab,Faridkot,
Aura Unisex (Hissar),917518818888,Parevdi chowk,Haryana,Hissar,
Aynaz Make Over (Lucknow),917518818888,Gandhi gali golghar gorakhpur,Uttar Pradesh,Lucknow,
Mystique World Salon (Greater Noida),917518178021,Jamner jalgaon,Uttar Pradesh,Greater Noida,
Meeting (Kolkata),917518021112,"Kankhal, Haridwar (Uttarakhand)",West Bengal,Kolkata,
Aurora Unisex Salon (Firozepur),917517344289,RkC road,Punjab,Firozepur,
M2 Hair Beauty (Kharar),917512384468,Baba Frid nagar,Punjab,Kharar,
Blue Cut Salon (Zerakpur),917509291555,Sec. 41 chandigarh,Punjab,Zerakpur,
Apoorawa Beauty Parlour (Nagpur),917509199996,Gazipur road zirakpur,Maharashtra,Nagpur,
Adron Unisex Salon (Bangalore),917508049954,Sale Visit,Karnataka,Bangalore,
J Dhanima (Chandigarh),917505999059,Vrindavan sec 2c,Punjab,Chandigarh,
Little Salon (Mysore),917505753507,Chandwak,Karnataka,Mysore,
Amol (Jodhpur),917505384143,"Shreenagar,",Rajasthan,Jodhpur,
Blue Berry Salon (Amritsar),917500915190,Jayanagar 4th block,Punjab,Amritsar,
Blus Beauty Saloon (Batala),917500155007,Jafar Nagar,Punjab,Batala,
Babli Beauty Parlour (Nagpur),917500115574,Koramangala,Maharashtra,Nagpur,
Bista Salon (MeerUT),917499477193,Sec 45,Uttar Pradesh,MeerUT,
Hashtag Family Salon (Jamshedpur),917499118893,Kavi Nagar Chowk Ghaziabad,Jharkhand,Jamshedpur,
Mannu Bp (Bhadohi),917489239378,Sec 37c,Uttar Pradesh,Bhadohi,
Fancy Salon (Jagdalpur),917488979068,"Mani bazar, Jalalabad",Chhattisgarh,Jagdalpur,
Glam By Neha Salon (Lucknow),917485992125,Bathinda,Uttar Pradesh,Lucknow,
Mdm  Unisex Salon (Kanpur),917458919708,Chindwada,Uttar Pradesh,Kanpur,
N J S Salon (Faridabad),917457802522,Virar,Haryana,Faridabad,
Infinity Beauty Parlour (Hapur),917457484137,Narpatganj nagram,Uttar Pradesh,Hapur,
Arha Salon (Bangalore),917456972796,Pawan Nagar,Karnataka,Bangalore,
Le' Posh Salon Fzr (Raipur),917454990338,Gopal mandir opp radhey creations,Chhattisgarh,Raipur,
Mc Unisex Salon (Delhi),917439378506,Shendwa,Delhi,Delhi,
Cerenity Beauty Parlor (Gonda),917428560851,Thayagaraj nagar,Uttar Pradesh,Gonda,
Apsara Bp (FARIDKOT),917426000751,Sec 37D,Punjab,FARIDKOT,
D&D Salon (Kannadiparamba),917417890184,"Skyline Profulla, 3A, PC Sarkar Sarani, Ekdalia, Gariahat, Kolkata, West Bengal 700019",Kerala,Kannadiparamba,
